file,province,main_sector,subsector,hazard,n_variables,n_with_legacy_weight,n_new_variables,n_rows,panel_overrides
generated/Southern/COCONUT_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Agriculture Sector,Coconut,Drought,10,7,3,50,"0 add, 0 retire"
generated/Southern/GOAT_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Livestock Sector,Goat Farming,Drought,18,6,12,50,"0 add, 0 retire"
generated/Southern/GOAT_FLOOD_SOU_V1_upload_template.xlsx,Southern,Livestock Sector,Goat Farming,Flood,19,7,12,50,"0 add, 0 retire"
generated/Southern/HUMAN_SETTLEMENTS_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Human Settlements Sector,,Drought,16,15,1,50,"0 add, 0 retire"
generated/Southern/HUMAN_SETTLEMENTS_FLOOD_SOU_V1_upload_template.xlsx,Southern,Human Settlements Sector,,Flood,17,16,1,50,"0 add, 0 retire"
generated/Southern/HUMAN_SETTLEMENTS_LANDSLIDE_SOU_V1_upload_template.xlsx,Southern,Human Settlements Sector,,Landslide,12,8,4,50,"0 add, 0 retire"
generated/Southern/INDUSTRY_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Industry Sector,,Drought,14,13,1,50,"0 add, 0 retire"
generated/Southern/INDUSTRY_FLOOD_SOU_V1_upload_template.xlsx,Southern,Industry Sector,,Flood,15,14,1,50,"0 add, 0 retire"
generated/Southern/IRRIGATION_WATER_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Water Sector,Irrigation Water,Drought,9,6,3,50,"0 add, 0 retire"
generated/Southern/IRRIGATION_WATER_FLOOD_SOU_V1_upload_template.xlsx,Southern,Water Sector,Irrigation Water,Flood,10,7,3,50,"0 add, 0 retire"
generated/Southern/PADDY_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Agriculture Sector,Paddy,Drought,12,9,3,50,"0 add, 0 retire"
generated/Southern/PADDY_FLOOD_SOU_V1_upload_template.xlsx,Southern,Agriculture Sector,Paddy,Flood,15,11,4,50,"0 add, 0 retire"
generated/Southern/PIG_AND_SHEEP_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Livestock Sector,Pig and Sheep Farming,Drought,21,6,15,50,"0 add, 0 retire"
generated/Southern/PIG_AND_SHEEP_FLOOD_SOU_V1_upload_template.xlsx,Southern,Livestock Sector,Pig and Sheep Farming,Flood,22,7,15,50,"0 add, 0 retire"
generated/Southern/POTABLE_WATER_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Water Sector,Potable Water,Drought,12,11,1,50,"0 add, 0 retire"
generated/Southern/POTABLE_WATER_FLOOD_SOU_V1_upload_template.xlsx,Southern,Water Sector,Potable Water,Flood,11,9,2,50,"0 add, 0 retire"
generated/Southern/POTABLE_WATER_LANDSLIDE_SOU_V1_upload_template.xlsx,Southern,Water Sector,Potable Water,Landslide,12,7,5,50,"0 add, 0 retire"
generated/Southern/POULTRY_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Livestock Sector,Poultry Farming,Drought,24,7,17,50,"0 add, 0 retire"
generated/Southern/POULTRY_FLOOD_SOU_V1_upload_template.xlsx,Southern,Livestock Sector,Poultry Farming,Flood,25,8,17,50,"0 add, 0 retire"
generated/Southern/TEA_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Agriculture Sector,Tea,Drought,6,5,1,50,"0 add, 0 retire"
generated/Southern/TEA_FLOOD_SOU_V1_upload_template.xlsx,Southern,Agriculture Sector,Tea,Flood,7,6,1,50,"0 add, 0 retire"
generated/Southern/TOURISM_DROUGHT_SOU_V1_upload_template.xlsx,Southern,Tourism Sector,,Drought,11,8,3,50,"0 add, 0 retire"
generated/Southern/TOURISM_FLOOD_SOU_V1_upload_template.xlsx,Southern,Tourism Sector,,Flood,12,9,3,50,"0 add, 0 retire"
generated/Southern/TRANSPORTATION_FLOOD_SOU_V1_upload_template.xlsx,Southern,Transportation Sector,,Flood,14,10,4,50,"0 add, 0 retire"
generated/Southern/TRANSPORTATION_LANDSLIDE_SOU_V1_upload_template.xlsx,Southern,Transportation Sector,,Landslide,10,6,4,50,"0 add, 0 retire"
generated/Uva/BUFFALO_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Buffalo Farming,Drought,18,5,13,26,"0 add, 0 retire"
generated/Uva/BUFFALO_FLOOD_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Buffalo Farming,Flood,19,5,14,26,"0 add, 0 retire"
generated/Uva/CATTLE_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Cattle Farming,Drought,18,5,13,26,"0 add, 0 retire"
generated/Uva/CATTLE_FLOOD_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Cattle Farming,Flood,19,5,14,26,"0 add, 0 retire"
generated/Uva/COCONUT_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Agriculture Sector,Coconut,Drought,10,5,5,26,"0 add, 0 retire"
generated/Uva/GOAT_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Goat Farming,Drought,18,6,12,26,"0 add, 0 retire"
generated/Uva/GOAT_FLOOD_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Goat Farming,Flood,19,6,13,26,"0 add, 0 retire"
generated/Uva/HUMAN_SETTLEMENTS_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Human Settlements Sector,,Drought,16,13,3,26,"0 add, 0 retire"
generated/Uva/HUMAN_SETTLEMENTS_FLOOD_UVA_V1_upload_template.xlsx,Uva,Human Settlements Sector,,Flood,17,8,9,26,"0 add, 0 retire"
generated/Uva/HUMAN_SETTLEMENTS_LANDSLIDE_UVA_V1_upload_template.xlsx,Uva,Human Settlements Sector,,Landslide,12,8,4,26,"0 add, 0 retire"
generated/Uva/INDUSTRY_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Industry Sector,,Drought,14,11,3,26,"0 add, 0 retire"
generated/Uva/INDUSTRY_FLOOD_UVA_V1_upload_template.xlsx,Uva,Industry Sector,,Flood,15,10,5,26,"0 add, 0 retire"
generated/Uva/IRRIGATION_WATER_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Water Sector,Irrigation Water,Drought,9,4,5,26,"0 add, 0 retire"
generated/Uva/IRRIGATION_WATER_FLOOD_UVA_V1_upload_template.xlsx,Uva,Water Sector,Irrigation Water,Flood,10,4,6,26,"0 add, 0 retire"
generated/Uva/PADDY_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Agriculture Sector,Paddy,Drought,12,7,5,26,"0 add, 0 retire"
generated/Uva/PADDY_FLOOD_UVA_V1_upload_template.xlsx,Uva,Agriculture Sector,Paddy,Flood,15,8,7,26,"0 add, 0 retire"
generated/Uva/PIG_AND_SHEEP_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Pig and Sheep Farming,Drought,21,5,16,26,"0 add, 0 retire"
generated/Uva/PIG_AND_SHEEP_FLOOD_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Pig and Sheep Farming,Flood,22,5,17,26,"0 add, 0 retire"
generated/Uva/POTABLE_WATER_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Water Sector,Potable Water,Drought,12,9,3,26,"0 add, 0 retire"
generated/Uva/POTABLE_WATER_FLOOD_UVA_V1_upload_template.xlsx,Uva,Water Sector,Potable Water,Flood,11,7,4,26,"0 add, 0 retire"
generated/Uva/POTABLE_WATER_LANDSLIDE_UVA_V1_upload_template.xlsx,Uva,Water Sector,Potable Water,Landslide,12,8,4,26,"0 add, 0 retire"
generated/Uva/POULTRY_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Poultry Farming,Drought,24,5,19,26,"0 add, 0 retire"
generated/Uva/POULTRY_FLOOD_UVA_V1_upload_template.xlsx,Uva,Livestock Sector,Poultry Farming,Flood,25,5,20,26,"0 add, 0 retire"
generated/Uva/TEA_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Agriculture Sector,Tea,Drought,6,3,3,26,"0 add, 0 retire"
generated/Uva/TOURISM_DROUGHT_UVA_V1_upload_template.xlsx,Uva,Tourism Sector,,Drought,11,6,5,26,"0 add, 0 retire"
generated/Uva/TOURISM_FLOOD_UVA_V1_upload_template.xlsx,Uva,Tourism Sector,,Flood,12,6,6,26,"0 add, 0 retire"
generated/Uva/TRANSPORTATION_FLOOD_UVA_V1_upload_template.xlsx,Uva,Transportation Sector,,Flood,14,5,9,26,"0 add, 0 retire"
generated/Uva/TRANSPORTATION_LANDSLIDE_UVA_V1_upload_template.xlsx,Uva,Transportation Sector,,Landslide,10,7,3,26,"0 add, 0 retire"
generated/Western/BUFFALO_DROUGHT_WES_V1_upload_template.xlsx,Western,Livestock Sector,Buffalo Farming,Drought,18,7,11,40,"0 add, 0 retire"
generated/Western/BUFFALO_FLOOD_WES_V1_upload_template.xlsx,Western,Livestock Sector,Buffalo Farming,Flood,19,8,11,40,"0 add, 0 retire"
generated/Western/CATTLE_DROUGHT_WES_V1_upload_template.xlsx,Western,Livestock Sector,Cattle Farming,Drought,18,7,11,40,"0 add, 0 retire"
generated/Western/CATTLE_FLOOD_WES_V1_upload_template.xlsx,Western,Livestock Sector,Cattle Farming,Flood,19,8,11,40,"0 add, 0 retire"
generated/Western/COCONUT_DROUGHT_WES_V1_upload_template.xlsx,Western,Agriculture Sector,Coconut,Drought,10,7,3,40,"0 add, 0 retire"
generated/Western/GOAT_DROUGHT_WES_V1_upload_template.xlsx,Western,Livestock Sector,Goat Farming,Drought,18,6,12,40,"0 add, 0 retire"
generated/Western/GOAT_FLOOD_WES_V1_upload_template.xlsx,Western,Livestock Sector,Goat Farming,Flood,19,7,12,40,"0 add, 0 retire"
generated/Western/HUMAN_SETTLEMENTS_DROUGHT_WES_V1_upload_template.xlsx,Western,Human Settlements Sector,,Drought,16,9,7,40,"0 add, 0 retire"
generated/Western/HUMAN_SETTLEMENTS_FLOOD_WES_V1_upload_template.xlsx,Western,Human Settlements Sector,,Flood,17,10,7,40,"0 add, 0 retire"
generated/Western/HUMAN_SETTLEMENTS_LANDSLIDE_WES_V1_upload_template.xlsx,Western,Human Settlements Sector,,Landslide,12,10,2,40,"0 add, 0 retire"
generated/Western/INDUSTRY_DROUGHT_WES_V1_upload_template.xlsx,Western,Industry Sector,,Drought,14,13,1,40,"0 add, 0 retire"
generated/Western/INDUSTRY_FLOOD_WES_V1_upload_template.xlsx,Western,Industry Sector,,Flood,15,14,1,40,"0 add, 0 retire"
generated/Western/PADDY_DROUGHT_WES_V1_upload_template.xlsx,Western,Agriculture Sector,Paddy,Drought,12,9,3,40,"0 add, 0 retire"
generated/Western/PADDY_FLOOD_WES_V1_upload_template.xlsx,Western,Agriculture Sector,Paddy,Flood,15,11,4,40,"0 add, 0 retire"
generated/Western/PIG_AND_SHEEP_DROUGHT_WES_V1_upload_template.xlsx,Western,Livestock Sector,Pig and Sheep Farming,Drought,21,6,15,40,"0 add, 0 retire"
generated/Western/PIG_AND_SHEEP_FLOOD_WES_V1_upload_template.xlsx,Western,Livestock Sector,Pig and Sheep Farming,Flood,22,7,15,40,"0 add, 0 retire"
generated/Western/POTABLE_WATER_DROUGHT_WES_V1_upload_template.xlsx,Western,Water Sector,Potable Water,Drought,12,11,1,40,"0 add, 0 retire"
generated/Western/POTABLE_WATER_FLOOD_WES_V1_upload_template.xlsx,Western,Water Sector,Potable Water,Flood,11,10,1,40,"0 add, 0 retire"
generated/Western/POTABLE_WATER_LANDSLIDE_WES_V1_upload_template.xlsx,Western,Water Sector,Potable Water,Landslide,12,10,2,40,"0 add, 0 retire"
generated/Western/POULTRY_DROUGHT_WES_V1_upload_template.xlsx,Western,Livestock Sector,Poultry Farming,Drought,24,7,17,40,"0 add, 0 retire"
generated/Western/POULTRY_FLOOD_WES_V1_upload_template.xlsx,Western,Livestock Sector,Poultry Farming,Flood,25,8,17,40,"0 add, 0 retire"
generated/Western/TEA_DROUGHT_WES_V1_upload_template.xlsx,Western,Agriculture Sector,Tea,Drought,6,5,1,40,"0 add, 0 retire"
generated/Western/TEA_FLOOD_WES_V1_upload_template.xlsx,Western,Agriculture Sector,Tea,Flood,7,6,1,40,"0 add, 0 retire"
generated/Western/TOURISM_DROUGHT_WES_V1_upload_template.xlsx,Western,Tourism Sector,,Drought,11,8,3,40,"0 add, 0 retire"
generated/Western/TOURISM_FLOOD_WES_V1_upload_template.xlsx,Western,Tourism Sector,,Flood,12,9,3,40,"0 add, 0 retire"
generated/Western/TRANSPORTATION_FLOOD_WES_V1_upload_template.xlsx,Western,Transportation Sector,,Flood,14,10,4,40,"0 add, 0 retire"
generated/Western/TRANSPORTATION_LANDSLIDE_WES_V1_upload_template.xlsx,Western,Transportation Sector,,Landslide,10,9,1,40,"0 add, 0 retire"
