province,sector_dir,subsector,hazard,file,sheet,label,description,weight_pct,relationship,domain
Central,Coconut,,Drought,Coconut_Drought.xlsx,Variables,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Central,Coconut,,Drought,Coconut_Drought.xlsx,Variables,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Coconut,,Drought,Coconut_Drought.xlsx,Variables,H3,SPI (Intensity),40,+,hazard
Central,Coconut,,Drought,Coconut_Drought.xlsx,Variables,E1,Coconut  extent,25,+,exposure
Central,Coconut,,Drought,Coconut_Drought.xlsx,Variables,E2,No. of Coconut  farmers,30,+,exposure
Central,Coconut,,Drought,Coconut_Drought.xlsx,Variables,E3,Estate Sector population,20,+,exposure
Central,Coconut,,Drought,Coconut_Drought.xlsx,Variables,E4,% Coconut  extent from total agricultural lands,25,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",40,+,hazard
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,H2,Occurrence of warm days (TX90p),30,+,hazard
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,H3,SPI (Intensity),30,+,hazard
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E1,Total Population,12,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E2,Population density,10,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E3,No. of housing units,10,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E4,Max # of drought affected People during 1974 to 2022,18,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E5,% area under urban classification,7,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E6,% area under human settlements (Urban and rural),2,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E7,% HH with pipe borne water,6,-,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E8,No. of no proper sanitation facilities,5,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E9,% Roofs consist of Galvanize Sheets,5,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E10,% surface area of water bodies within DS area,3,-,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E11,% of temporary houses,7,+,exposure
Central,Human Settlement,,Drought,Hu_Se_Drought.xlsx,Variables,E12,Human Animal Attacks,15,+,exposure
Central,Human Settlement,,Flood,Hu_Se_Flood.xlsx,Variabls,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",40,+,hazard
Central,Human Settlement,,Flood,Hu_Se_Flood.xlsx,Variabls,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Central,Human Settlement,,Flood,Hu_Se_Flood.xlsx,Variabls,H3,Strong wind events - 1978 to 2023,20,+,hazard
Central,Human Settlement,,Flood,Hu_Se_Flood.xlsx,Variabls,H4,No. of lightning incidents  - 1974 to 2023,10,+,hazard
Central,Human Settlement,,Flood,Hu_Se_Flood.xlsx,Variabls,E1,Population density,25,+,exposure
Central,Human Settlement,,Flood,Hu_Se_Flood.xlsx,Variabls,E2,"Max # of flood affected People during  1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,exposure
Central,Human Settlement,,Flood,Hu_Se_Flood.xlsx,Variabls,E3,Total area classified as urban,25,+,exposure
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,H1,Landslide  events (1974 - 2023),50,+,hazard
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),40,+,hazard
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,H3,Cutting failures (2000 - 2023),10,+,hazard
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,E1,No. of buildings in landslide prone area (high and moderate),50,+,exposure
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,E2,Landslide prone Human Settlements,10,+,exposure
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,E3,Total of  Landslide  affected area (High and Moderate),5,+,exposure
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,E4,Max # of landslide affected People during 1974 to 2023,10,+,exposure
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,E5,landslide affected  road length,10,+,exposure
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,E6,Road Density,5,-,exposure
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,E7,Schools  in landslide prone area (high and moderate),5,+,exposure
Central,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Varibles,E8,No. of Public hospitals,5,-,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,H1,"No. of drought events - 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",50,+,hazard
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,H3,SPI (Intensity),40,+,hazard
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E1,Total establishments in  manufacturing Industries,10,+,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E2,Total No. of Industrial establishments (small and informal industries),5,+,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E3,Max # of drought affected People during1974 to 2022,10,+,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E4,Persons engaged in manufacture of food products industries,10,+,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E5,Persons engaged in manufacture of beverages industries,10,+,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E6,Total Persons engaged (small and informal industries),5,+,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E7,"No. of industries in Food, Beverages & tobacco",10,+,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E8,Persons engaged in manufacture of dairy product industries,15,+,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E9,Accommodation and food service activities- No. Establishments,15,+,exposure
Central,Industry,,Drought,Industry_Drought.xlsx,Variables,E10,Accommodation and food service activities- No. Persons Engaged,10,+,exposure
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",40,+,hazard
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,H3,Strong wind events - 1978 to 2023,20,+,hazard
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,H4,No. of lightning incidents  - 1974 to 2023,10,+,hazard
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,E1,Total establishments in  manufacturing Industries,10,+,exposure
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,E2,Total No. of Mining & Quarrying industries,10,+,exposure
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,E3,Total No. of Industrial establishments (small and informal industries),10,+,exposure
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,E4,"Max # of flood affected People during  1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",10,+,exposure
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,E6,Total Persons engaged (small and informal industries),10,+,exposure
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,E7,"Persons engaged in processing and preserving of fish, crustaceans and mollusks industries",20,+,exposure
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,E8,Persons engaged in manufacture of dairy product industries,10,+,exposure
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,E9,Accommodation and food service activities- No. Establishments,10,+,exposure
Central,Industry,,Flood,Industry_Flood.xlsx,Variables,E10,Accommodation and food service activities- No. Persons Engaged,10,+,exposure
Central,Inland Fishery,,Drought,Inland_Fishery_Drought.xlsx,Variables,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",60,+,hazard
Central,Inland Fishery,,Drought,Inland_Fishery_Drought.xlsx,Variables,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Inland Fishery,,Drought,Inland_Fishery_Drought.xlsx,Variables,H3,SPI (Intensity),30,+,hazard
Central,Inland Fishery,,Drought,Inland_Fishery_Drought.xlsx,Variables,E1,Fish Production (Kg),30,+,exposure
Central,Inland Fishery,,Drought,Inland_Fishery_Drought.xlsx,Variables,E2,No. of Fishermen,30,+,exposure
Central,Inland Fishery,,Drought,Inland_Fishery_Drought.xlsx,Variables,E3,Annual Fish Stocking (Kg),25,+,exposure
Central,Inland Fishery,,Drought,Inland_Fishery_Drought.xlsx,Variables,E4,Total_No.of Tanks active for Inland Fishery,15,+,exposure
Central,Inland Fishery,,Flood,Inland_Fishery_Flood.xlsx,Variables,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Central,Inland Fishery,,Flood,Inland_Fishery_Flood.xlsx,Variables,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Central,Inland Fishery,,Flood,Inland_Fishery_Flood.xlsx,Variables,H3,Strong wind events - 1978 to 2023,10,+,hazard
Central,Inland Fishery,,Flood,Inland_Fishery_Flood.xlsx,Variables,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Central,Inland Fishery,,Flood,Inland_Fishery_Flood.xlsx,Variables,E1,Fish Production (Kg),30,+,exposure
Central,Inland Fishery,,Flood,Inland_Fishery_Flood.xlsx,Variables,E2,No. of Fishermen,30,+,exposure
Central,Inland Fishery,,Flood,Inland_Fishery_Flood.xlsx,Variables,E3,Annual Fish Stocking (Kg),25,+,exposure
Central,Inland Fishery,,Flood,Inland_Fishery_Flood.xlsx,Variables,E4,Total_No.of Tanks active for Inland Fishery,15,+,exposure
Central,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",60,+,hazard
Central,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,H3,SPI (Intensity),30,+,hazard
Central,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E1,% of total irrigated paddy area from total paddy extent,60,+,exposure
Central,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E2,Farm households population,5,+,exposure
Central,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E3,"Max # of drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",20,+,exposure
Central,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E4,No. of Existing Minor Irri. Schemes,15,+,exposure
Central,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Variables,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",40,+,hazard
Central,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Variables,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),50,+,hazard
Central,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Variables,H3,Strong wind events - 1978 to 2023,5,+,hazard
Central,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Variables,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Central,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Variables,E1,% of total irrigated paddy area from total paddy extent,60,+,exposure
Central,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Variables,E2,Farm household's population,5,+,exposure
Central,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Variables,E3,"Max # of flood affected People during 1974 to 2023 (1974 -2004, 25%, 2005 -2023, 75%)",5,+,exposure
Central,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Variables,E4,No. of Existing Minor  Irri. Schemes,30,+,exposure
Central,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Variables,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",40,+,hazard
Central,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Variables,H2,Occurrence of warm days (TX90p),15,+,hazard
Central,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Variables,H3,SPI (Intensity),45,+,hazard
Central,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Variables,E1,Buffalo Population,20,+,exposure
Central,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Variables,E2,# of Buffalo Farmers,20,+,exposure
Central,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Variables,E3,Annual Mitch Buffalo Milk Production (l),40,+,exposure
Central,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Variables,E4,% of Buffalo Farmers from total livestock operators,10,+,exposure
Central,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Variables,E5,Pasture & Fodder Extent (Acre),10,+,exposure
Central,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Variables,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",45,+,hazard
Central,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Variables,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Central,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Variables,H3,Strong wind events - 1978 to 2023,20,+,hazard
Central,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Variables,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Central,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Variables,E1,Buffalo Population,20,+,exposure
Central,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Variables,E2,# of Buffalo Farmers,20,+,exposure
Central,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Variables,E3,Annual Mitch Buffalo Milk Production (l),40,+,exposure
Central,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Variables,E4,% of Buffalo Farmers from total livestock operators,5,+,exposure
Central,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Variables,E5,Pasture & Fodder Extent (Acre),15,+,exposure
Central,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Variables,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",40,+,hazard
Central,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Variables,H2,Occurrence of warm days (TX90p),15,+,hazard
Central,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Variables,H3,SPI (Intensity),45,+,hazard
Central,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Variables,E1,Cattle Population,20,+,exposure
Central,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Variables,E2,# of Cattle Farmers,20,+,exposure
Central,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Variables,E3,Annual Milk Production (l),40,+,exposure
Central,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Variables,E4,% Cattle Farmers from total livestock Operators,10,+,exposure
Central,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Variables,E5,Pasture & Fodder Extent (Acre),10,+,exposure
Central,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Variables,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",45,+,hazard
Central,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Variables,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Central,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Variables,H3,Strong wind events - 1978 to 2023,20,+,hazard
Central,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Variables,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Central,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Variables,E1,Cattle Population,20,+,exposure
Central,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Variables,E2,# of Cattle Farmers,20,+,exposure
Central,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Variables,E3,Annual Milk Production (l),40,+,exposure
Central,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Variables,E4,% Cattle Farmers from total livestock Operators,5,+,exposure
Central,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Variables,E5,Pasture & Fodder Extent (Acre),15,+,exposure
Central,Livestock,Goat,Drought,Goat_Drought.xlsx,Variables,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",40,+,hazard
Central,Livestock,Goat,Drought,Goat_Drought.xlsx,Variables,H2,Occurrence of warm days (TX90p),20,+,hazard
Central,Livestock,Goat,Drought,Goat_Drought.xlsx,Variables,H3,SPI (Intensity),40,+,hazard
Central,Livestock,Goat,Drought,Goat_Drought.xlsx,Variables,E1,Goat Population,25,+,exposure
Central,Livestock,Goat,Drought,Goat_Drought.xlsx,Variables,E2,# of Goat Farmers,10,+,exposure
Central,Livestock,Goat,Drought,Goat_Drought.xlsx,Variables,E3,Annual Milk Production (l),40,+,exposure
Central,Livestock,Goat,Drought,Goat_Drought.xlsx,Variables,E4,Annual Mutton Production (Kg),15,+,exposure
Central,Livestock,Goat,Drought,Goat_Drought.xlsx,Variables,E5,Pasture & Fodder Extent (Acre),10,+,exposure
Central,Livestock,Goat,Flood,Goat_Flood.xlsx,Variables,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",40,+,hazard
Central,Livestock,Goat,Flood,Goat_Flood.xlsx,Variables,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),40,+,hazard
Central,Livestock,Goat,Flood,Goat_Flood.xlsx,Variables,H3,Strong wind events - 1978 to 2023,10,+,hazard
Central,Livestock,Goat,Flood,Goat_Flood.xlsx,Variables,H4,No. of lightning incidents  - 1974 to 2023,10,+,hazard
Central,Livestock,Goat,Flood,Goat_Flood.xlsx,Variables,E1,Goat Population,25,+,exposure
Central,Livestock,Goat,Flood,Goat_Flood.xlsx,Variables,E2,# of Goat Farmers,10,+,exposure
Central,Livestock,Goat,Flood,Goat_Flood.xlsx,Variables,E3,Annual Milk Production (l),40,+,exposure
Central,Livestock,Goat,Flood,Goat_Flood.xlsx,Variables,E4,Annual Mutton Production (Kg),15,+,exposure
Central,Livestock,Goat,Flood,Goat_Flood.xlsx,Variables,E5,Pasture & Fodder Extent (Acre),10,+,exposure
Central,Livestock,Pig Sheep,Drought,Pig_Sheep_Drought.xlsx,Variables,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",40,+,hazard
Central,Livestock,Pig Sheep,Drought,Pig_Sheep_Drought.xlsx,Variables,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Livestock,Pig Sheep,Drought,Pig_Sheep_Drought.xlsx,Variables,H3,SPI (Intensity),50,+,hazard
Central,Livestock,Pig Sheep,Drought,Pig_Sheep_Drought.xlsx,Variables,E1,Pig Population,20,+,exposure
Central,Livestock,Pig Sheep,Drought,Pig_Sheep_Drought.xlsx,Variables,E2,Sheep Population,20,+,exposure
Central,Livestock,Pig Sheep,Drought,Pig_Sheep_Drought.xlsx,Variables,E3,# of Pig Farmers,10,+,exposure
Central,Livestock,Pig Sheep,Drought,Pig_Sheep_Drought.xlsx,Variables,E4,# of Sheep Farmers,10,+,exposure
Central,Livestock,Pig Sheep,Drought,Pig_Sheep_Drought.xlsx,Variables,E5,Annual Pork Production (Kg),40,+,exposure
Central,Livestock,Pig Sheep,Flood,Pig_Sheep_Flood.xlsx,Variables,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Central,Livestock,Pig Sheep,Flood,Pig_Sheep_Flood.xlsx,Variables,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Central,Livestock,Pig Sheep,Flood,Pig_Sheep_Flood.xlsx,Variables,H3,Strong wind events - 1978 to 2023,10,+,hazard
Central,Livestock,Pig Sheep,Flood,Pig_Sheep_Flood.xlsx,Variables,H4,No. of lightening incidents  - 1974 to 2023,5,+,hazard
Central,Livestock,Pig Sheep,Flood,Pig_Sheep_Flood.xlsx,Variables,E1,Pig Population,20,+,exposure
Central,Livestock,Pig Sheep,Flood,Pig_Sheep_Flood.xlsx,Variables,E2,Sheep Population,20,+,exposure
Central,Livestock,Pig Sheep,Flood,Pig_Sheep_Flood.xlsx,Variables,E3,# of Pig Farmers,10,+,exposure
Central,Livestock,Pig Sheep,Flood,Pig_Sheep_Flood.xlsx,Variables,E4,# of Sheep Farmers,10,+,exposure
Central,Livestock,Pig Sheep,Flood,Pig_Sheep_Flood.xlsx,Variables,E5,Annual Pork Production (Kg),40,+,exposure
Central,Livestock,Poultry,Drought,Poultry_Drought.xlsx,Variables,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",30,+,hazard
Central,Livestock,Poultry,Drought,Poultry_Drought.xlsx,Variables,H2,Occurrence of warm days (TX90p),50,+,hazard
Central,Livestock,Poultry,Drought,Poultry_Drought.xlsx,Variables,H3,SPI (Intensity),20,+,hazard
Central,Livestock,Poultry,Drought,Poultry_Drought.xlsx,Variables,E1,Poultry Population,40,+,exposure
Central,Livestock,Poultry,Drought,Poultry_Drought.xlsx,Variables,E2,# Poultry Farmers,20,+,exposure
Central,Livestock,Poultry,Drought,Poultry_Drought.xlsx,Variables,E3,Egg Production (Annual),30,+,exposure
Central,Livestock,Poultry,Drought,Poultry_Drought.xlsx,Variables,E4,% Poultry Farmers from total livestock farmers,10,+,exposure
Central,Livestock,Poultry,Flood,Poultry_Flood.xlsx,Variables,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Central,Livestock,Poultry,Flood,Poultry_Flood.xlsx,Variables,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Central,Livestock,Poultry,Flood,Poultry_Flood.xlsx,Variables,H3,Strong wind events - 1978 to 2023,10,+,hazard
Central,Livestock,Poultry,Flood,Poultry_Flood.xlsx,Variables,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Central,Livestock,Poultry,Flood,Poultry_Flood.xlsx,Variables,E1,Poultry Population,40,+,exposure
Central,Livestock,Poultry,Flood,Poultry_Flood.xlsx,Variables,E2,# Poultry Farmers,20,+,exposure
Central,Livestock,Poultry,Flood,Poultry_Flood.xlsx,Variables,E3,Egg Production (Annual),30,+,exposure
Central,Livestock,Poultry,Flood,Poultry_Flood.xlsx,Variables,E4,% Poultry Farmers from total livestock farmers,10,+,exposure
Central,Paddy,,Drought,Paddy_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Central,Paddy,,Drought,Paddy_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Paddy,,Drought,Paddy_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Central,Paddy,,Drought,Paddy_Drought.xlsx,Var,E1,Total Aswedumized paddy  extent,45,+,exposure
Central,Paddy,,Drought,Paddy_Drought.xlsx,Var,E2,% paddy land area (from total land area),15,+,exposure
Central,Paddy,,Drought,Paddy_Drought.xlsx,Var,E3,"Max # of drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",10,+,exposure
Central,Paddy,,Drought,Paddy_Drought.xlsx,Var,E4,No. of paddy farmers,10,+,exposure
Central,Paddy,,Drought,Paddy_Drought.xlsx,Var,E5,% of Paddy farmers from total  Agricultural Operators,5,+,exposure
Central,Paddy,,Drought,Paddy_Drought.xlsx,Var,E6,% rain-fed paddy lands,15,+,exposure
Central,Paddy,,Flood,Paddy_Flood.xlsx,Variables,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Central,Paddy,,Flood,Paddy_Flood.xlsx,Variables,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Central,Paddy,,Flood,Paddy_Flood.xlsx,Variables,H3,Strong wind events - 1978 to 2023,10,+,hazard
Central,Paddy,,Flood,Paddy_Flood.xlsx,Variables,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Central,Paddy,,Flood,Paddy_Flood.xlsx,Variables,E1,Total Asweddumized paddy  extent,45,+,exposure
Central,Paddy,,Flood,Paddy_Flood.xlsx,Variables,E2,% paddy land area (from total land area),30,+,exposure
Central,Paddy,,Flood,Paddy_Flood.xlsx,Variables,E3,No. of paddy farmers,15,+,exposure
Central,Paddy,,Flood,Paddy_Flood.xlsx,Variables,E4,% of Paddy farmers from total  Agricultural Operators,10,+,exposure
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E1,Total Population,10,+,exposure
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E2,% of  HH - Pipe born water,10,-,exposure
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E3,"Max # of flood affected People during 1974 to 2023 (1974 -2004, 25%, 2005 -2023, 75%)",30,+,exposure
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E4,No. of water intake points,20,+,exposure
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E5,% of HH fed  by wells,15,+,exposure
Central,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E6,% of HH_Rural water supply project,15,+,exposure
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,H1,Landslide  events (1974 - 2023),50,+,hazard
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,H3,Cutting failures &  Earth slips (2000 - 2023),20,+,hazard
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E1,Population density in DSD,15,+,exposure
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E2,Total buildings in landslide affected area,10,+,exposure
