province,sector_dir,subsector,hazard,file,sheet,label,description,weight_pct,relationship,domain
Southern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E7,% of forest cover,5,-,exposure
Southern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E8,Annual average rainfall,5,+,exposure
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E1,Total Population,30,+,exposure
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E2,% of HH_Pipe born water,10,-,exposure
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E3,"Max # of flood affected People during 1974 to 2023 (1974 -2004, 25%, 2005 -2023, 75%)",15,+,exposure
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E4,No. of water intake points,10,+,exposure
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E5,% of HH fed  by wells,20,+,exposure
Southern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E6,No. of HH - CBO Connections (Rural Water Supply Projects),15,+,exposure
Southern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,H1,Landslide Hazard Index,100,+,hazard
Southern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E1,Population density in DSD,15,+,exposure
Southern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E2,Total buildings in landslide affected area,10,+,exposure
Southern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E3,Total landslide affected area,10,+,exposure
Southern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E4,% of landslide affected area,10,+,exposure
Southern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E5,Max # of Landslide affected People during 1974 to 2023,20,+,exposure
Southern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E6,No. of water intake points,10,+,exposure
Southern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E7,% of HH fed  by wells,10,+,exposure
Southern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E8,No.of HH - CBO (Rural water supply project),15,+,exposure
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E1,Total Population,10,+,exposure
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E2,% of HH_Pipe born water,10,-,exposure
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E3,"Max # of Drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",18,+,exposure
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E4,No. of water intake points,10,+,exposure
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E5,% of HH fed  by wells,30,+,exposure
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E6,No. of HH - CBO-Rural water supply project,15,+,exposure
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E7,% of Water surface area,4,-,exposure
Southern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E8,% of forest cover,3,-,exposure
Southern,Tea,,Drought,Tea_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Southern,Tea,,Drought,Tea_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Southern,Tea,,Drought,Tea_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Southern,Tea,,Drought,Tea_Drought.xlsx,Var,E1,Tea extent,50,+,exposure
Southern,Tea,,Drought,Tea_Drought.xlsx,Var,E2,No. of Tea farmers,50,+,exposure
Southern,Tea,,Flood,Tea_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Southern,Tea,,Flood,Tea_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Southern,Tea,,Flood,Tea_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Southern,Tea,,Flood,Tea_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Southern,Tea,,Flood,Tea_Flood.xlsx,Var,E1,Tea extent,50,+,exposure
Southern,Tea,,Flood,Tea_Flood.xlsx,Var,E2,No. of Tea farmers,50,+,exposure
Southern,Tourism,,Drought,Tourism_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",50,+,hazard
Southern,Tourism,,Drought,Tourism_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Southern,Tourism,,Drought,Tourism_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Southern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E1,Total hotels,20,+,exposure
Southern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E2,Accommodation and food service activities- No. of Establishments,20,+,exposure
Southern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E3,Accommodation and food service activities- No. of Persons Engaged,20,+,exposure
Southern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E4,"Arts, entertainment and recreation- No. of Establishments",20,+,exposure
Southern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E5,"Arts, entertainment and recreation- No. of Persons Engaged",20,+,exposure
Southern,Tourism,,Flood,Tourism_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",40,+,hazard
Southern,Tourism,,Flood,Tourism_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Southern,Tourism,,Flood,Tourism_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,20,+,hazard
Southern,Tourism,,Flood,Tourism_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,10,+,hazard
Southern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E1,Total hotels,20,+,exposure
Southern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E2,Accommodation and food service activities- No. of Establishments,20,+,exposure
Southern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E3,Accommodation and food service activities- No. of Persons Engaged,20,+,exposure
Southern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E4,"Arts, entertainment and recreation- No. of Establishments",20,+,exposure
Southern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E5,"Arts, entertainment and recreation- No. of Persons Engaged",20,+,exposure
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",40,+,hazard
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,20,+,hazard
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,10,+,hazard
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,E1,Flood affected main road length,20,+,exposure
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,E2,Flood affected Secondary road length,25,+,exposure
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,E3,Flood affected Track length,30,+,exposure
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,E4,Total railway length,15,+,exposure
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,E5,HH with no proper access road,5,+,exposure
Southern,Transport,,Flood,Transport_Flood.xlsx,Var,E6,Road density,5,-,exposure
Southern,Transport,,Landslide,Transport_Landslide.xlsx,Var,H1,Landslide Hazard Index,100,+,hazard
Southern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E1,Landslide affected main road length,40,+,exposure
Southern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E2,Landslide affected Secondary road length,35,+,exposure
Southern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E3,Landslide affected Track length,20,+,exposure
Southern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E4,HH with no proper access road,3,+,exposure
Southern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E5,Road density,2,-,exposure
Uva,Coconut,,Drought,Coconut _drought_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Uva,Coconut,,Drought,Coconut _drought_.xlsx,Var,E1,Coconut  extent,25,+,exposure
Uva,Coconut,,Drought,Coconut _drought_.xlsx,Var,E2,No. of Coconut  farmers,30,+,exposure
Uva,Coconut,,Drought,Coconut _drought_.xlsx,Var,E3,Estate Sector population,20,+,exposure
Uva,Coconut,,Drought,Coconut _drought_.xlsx,Var,E4,% Coconut  extent from total agricultural lands,25,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E1,Total Population,10,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E2,Population density,10,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E3,No. of housing units,5,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E4,Max # of drought affected People during 1974 to 2022,15,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E5,% area under urban classification,10,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E6,% area under human settlements (Urban and rural),5,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E7,% HH with pipe borne water,10,-,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E8,# of no proper sanitation facilities,5,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E9,%  Roofs consist of Galvanize Sheets,5,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E10,% surface area of water bodies within DS area,5,-,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E11,% of temporary houses,5,+,exposure
Uva,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E12,Human Animal Attacks,15,+,exposure
Uva,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Uva,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E1,Population density,20,+,exposure
Uva,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E2,"Max # of flood affected People during  1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",40,+,exposure
Uva,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E3,Total area classified as urban,5,+,exposure
Uva,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E4,% of Multi Storied Buildings,10,-,exposure
Uva,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E5,% of houses with vulnerable roofs (Cadjan/Palmirah Roofs),5,+,exposure
Uva,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E6,% HH with pipe borne water,15,-,exposure
Uva,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E7,# of Public hospitals,5,+,exposure
Uva,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,H1,Landslide Index,100,+,hazard
Uva,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E1,# of buildings in landslide prone area (high and moderate),10,+,exposure
Uva,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E2,Landslide prone Human Settlements,20,+,exposure
Uva,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E3,Total of  Landslide  affected area (High and Moderate),20,+,exposure
Uva,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E4,Max # of landslide affected People during 1974 to 2023,20,+,exposure
Uva,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E5,landslide affected  road length,20,+,exposure
Uva,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E6,Road Density,5,-,exposure
Uva,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E7,Schools  in landslide prone area (high and moderate),5,+,exposure
Uva,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E8,# of Public hospitals,5,-,exposure
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,E1,Total establishments in  manufacturing Industries,10,+,exposure
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,E2,Total No. of Mining & Quarrying industries,10,+,exposure
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,E3,Total No. of Industrial establishments (small and informal industries),10,+,exposure
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,E4,"Max # of flood affected People during  1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",10,+,exposure
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,E5,Total Persons engaged (small and informal industries),10,+,exposure
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,E6,"Persons engaged in processing and preserving of fish, crustaceans and mollusks industries",20,+,exposure
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,E7,Persons engaged in manufacture of dairy product industries,10,+,exposure
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,E8,Accommodation and food service activities- No. of Establishments,10,+,exposure
Uva,Industry,,Flood,Industry_Flood_.xlsx,Var,E9,Accommodation and food service activities- No. of Persons Engaged,10,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E1,Total establishments in  manufacturing Industries,10,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E2,Total No. of Industrial establishments (small and informal industries),5,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E3,Max # of drought affected People during 1974 to 2022,10,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E4,Persons engaged in manufacture of food products industries,10,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E5,Persons engaged in manufacture of beverages industries,10,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E6,Total Persons engaged (small and informal industries),5,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E7,"# of industries in Food, Beverages & tobacco",10,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E8,Persons engaged in manufacture of dairy product industries,15,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E9,Accommodation and food service activities- No. of Establishments,15,+,exposure
Uva,Industry,,Drought,Industry_drought_.xlsx,Var,E10,Accommodation and food service activities- No. of Persons Engaged,10,+,exposure
Uva,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Uva,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E1,% of total irrigated paddy area from total paddy extent,40,+,exposure
Uva,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E2,Farm households population,30,+,exposure
Uva,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E3,"Max # of drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",30,+,exposure
Uva,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Uva,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,E1,% of total irrigated paddy area from total paddy extent,50,+,exposure
Uva,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,E2,Farm household's population,40,+,exposure
Uva,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,E3,"Max # of flood affected People during 1974 to 2023 (1974 -2004, 25%, 2005 -2023, 75%)",10,+,exposure
Uva,Livestock,Buffalo,Drought,Drought_Buffalo.xlsx,Var,H1,Drought Index,100,+,hazard
Uva,Livestock,Buffalo,Drought,Drought_Buffalo.xlsx,Var,E1,No of Buffalo Farmers,30,+,exposure
Uva,Livestock,Buffalo,Drought,Drought_Buffalo.xlsx,Var,E2,Buffalo Population,30,+,exposure
Uva,Livestock,Buffalo,Drought,Drought_Buffalo.xlsx,Var,E3,Mitch Buffaloes' Monthly Milk Production (l),20,+,exposure
Uva,Livestock,Buffalo,Drought,Drought_Buffalo.xlsx,Var,E4,% Buffalo Farmers from Total Livestock Farmers,20,+,exposure
Uva,Livestock,Cattle,Drought,Drought_Cattle.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Uva,Livestock,Cattle,Drought,Drought_Cattle.xlsx,Var,E1,No. of Cattle Farmers,30,+,exposure
Uva,Livestock,Cattle,Drought,Drought_Cattle.xlsx,Var,E2,Cattle Population,30,+,exposure
Uva,Livestock,Cattle,Drought,Drought_Cattle.xlsx,Var,E3,Mitch Cows' Monthly Milk Production (l),20,+,exposure
Uva,Livestock,Cattle,Drought,Drought_Cattle.xlsx,Var,E4,% Cattle Farmers from Total Livestock Farmers,20,+,exposure
Uva,Livestock,Goat,Drought,Drought_Goat.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Uva,Livestock,Goat,Drought,Drought_Goat.xlsx,Var,E1,No. of Goat Farmers,25,+,exposure
Uva,Livestock,Goat,Drought,Drought_Goat.xlsx,Var,E2,Goat Population,25,+,exposure
Uva,Livestock,Goat,Drought,Drought_Goat.xlsx,Var,E3,Mitch Goats' Monthly Milk Production (l),10,+,exposure
Uva,Livestock,Goat,Drought,Drought_Goat.xlsx,Var,E4,Monthly Mutton Production (Kg),20,+,exposure
Uva,Livestock,Goat,Drought,Drought_Goat.xlsx,Var,E5,% Goat Farmers from Total Livestock Farmers,20,+,exposure
Uva,Livestock,Pig,Drought,Drought_Pig.xlsx,Var,H1,Drought Index,100,+,hazard
Uva,Livestock,Pig,Drought,Drought_Pig.xlsx,Var,E1,No of Pig Farmers,30,+,exposure
Uva,Livestock,Pig,Drought,Drought_Pig.xlsx,Var,E2,Pig Population,30,+,exposure
Uva,Livestock,Pig,Drought,Drought_Pig.xlsx,Var,E3,Pork Production (Monthly),20,+,exposure
Uva,Livestock,Pig,Drought,Drought_Pig.xlsx,Var,E4,% of pig Farmers from Livestock Farmers,20,+,exposure
Uva,Livestock,Poultry,Drought,Drought_Poultry.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Uva,Livestock,Poultry,Drought,Drought_Poultry.xlsx,Var,E1,No. of Poultry Farmers,30,+,exposure
Uva,Livestock,Poultry,Drought,Drought_Poultry.xlsx,Var,E2,Poultry Population,30,+,exposure
Uva,Livestock,Poultry,Drought,Drought_Poultry.xlsx,Var,E3,Monthly Egg Production,20,+,exposure
Uva,Livestock,Poultry,Drought,Drought_Poultry.xlsx,Var,E4,% of Poultry Farmers from Total Livestock Farmers,20,+,exposure
Uva,Livestock,Buffalo,Flood,Flood_Buffalo.xlsx,Var,H1,Flood Index,100,+,hazard
Uva,Livestock,Buffalo,Flood,Flood_Buffalo.xlsx,Var,E1,No of Buffalo Farmers,30,+,exposure
Uva,Livestock,Buffalo,Flood,Flood_Buffalo.xlsx,Var,E2,Buffalo Population,30,+,exposure
Uva,Livestock,Buffalo,Flood,Flood_Buffalo.xlsx,Var,E3,Mitch Buffaloes' Monthly Milk Production (l),20,+,exposure
Uva,Livestock,Buffalo,Flood,Flood_Buffalo.xlsx,Var,E4,% Buffalo Farmers from Total Livestock Farmers,20,+,exposure
Uva,Livestock,Cattle,Flood,Flood_Cattle.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Uva,Livestock,Cattle,Flood,Flood_Cattle.xlsx,Var,E1,No. of Cattle Farmers,30,+,exposure
Uva,Livestock,Cattle,Flood,Flood_Cattle.xlsx,Var,E2,Cattle Population,30,+,exposure
Uva,Livestock,Cattle,Flood,Flood_Cattle.xlsx,Var,E3,Mitch Cows' Monthly Milk Production (l),20,+,exposure
Uva,Livestock,Cattle,Flood,Flood_Cattle.xlsx,Var,E4,% Cattle Farmers from Total Livestock Farmers,20,+,exposure
Uva,Livestock,Goat,Flood,Flood_Goat.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Uva,Livestock,Goat,Flood,Flood_Goat.xlsx,Var,E1,No. of Goat Farmers,25,+,exposure
Uva,Livestock,Goat,Flood,Flood_Goat.xlsx,Var,E2,Goat Population,25,+,exposure
Uva,Livestock,Goat,Flood,Flood_Goat.xlsx,Var,E3,Mitch Goats' Monthly Milk Production (l),10,+,exposure
Uva,Livestock,Goat,Flood,Flood_Goat.xlsx,Var,E4,Monthly Mutton Production (Kg),20,+,exposure
Uva,Livestock,Goat,Flood,Flood_Goat.xlsx,Var,E5,% Goat Farmers from Total Livestock Farmers,20,+,exposure
Uva,Livestock,Pig,Flood,Flood_Pig.xlsx,Var,H1,Flood Index,100,+,hazard
Uva,Livestock,Pig,Flood,Flood_Pig.xlsx,Var,E1,No of Pig Farmers,30,+,exposure
Uva,Livestock,Pig,Flood,Flood_Pig.xlsx,Var,E2,Pig Population,30,+,exposure
Uva,Livestock,Pig,Flood,Flood_Pig.xlsx,Var,E3,Pork Production (Monthly),20,+,exposure
Uva,Livestock,Pig,Flood,Flood_Pig.xlsx,Var,E4,% of pig Farmers from Livestock Farmers,20,+,exposure
Uva,Livestock,Poultry,Flood,Flood_Poultry.xlsx,Var,H1,Flood Hazard ndex,100,+,hazard
Uva,Livestock,Poultry,Flood,Flood_Poultry.xlsx,Var,E1,No. of Poultry Farmers,30,+,exposure
Uva,Livestock,Poultry,Flood,Flood_Poultry.xlsx,Var,E2,Poultry Population,30,+,exposure
Uva,Livestock,Poultry,Flood,Flood_Poultry.xlsx,Var,E3,Monthly Egg Production,20,+,exposure
Uva,Livestock,Poultry,Flood,Flood_Poultry.xlsx,Var,E4,% of Poultry Farmers from Total Livestock Farmers,20,+,exposure
Uva,Paddy,,Drought,Paddy_Drought_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Uva,Paddy,,Drought,Paddy_Drought_.xlsx,Var,E1,Total Aswedumized paddy  extent,20,+,exposure
Uva,Paddy,,Drought,Paddy_Drought_.xlsx,Var,E2,% paddy land area (from total land area),15,+,exposure
Uva,Paddy,,Drought,Paddy_Drought_.xlsx,Var,E3,"Max # of drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",20,+,exposure
Uva,Paddy,,Drought,Paddy_Drought_.xlsx,Var,E4,No. of paddy farmers,15,+,exposure
Uva,Paddy,,Drought,Paddy_Drought_.xlsx,Var,E5,% of Paddy farmers from total  Agricultural Operators,15,+,exposure
Uva,Paddy,,Drought,Paddy_Drought_.xlsx,Var,E6,% of rain-fed paddy lands,15,+,exposure
Uva,Paddy,,Flood,Paddy_Flood_.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Uva,Paddy,,Flood,Paddy_Flood_.xlsx,Var,E1,Total Asweddumized paddy  extent,20,+,exposure
Uva,Paddy,,Flood,Paddy_Flood_.xlsx,Var,E2,% paddy land area (from total land area),20,+,exposure
Uva,Paddy,,Flood,Paddy_Flood_.xlsx,Var,E3,No. of paddy farmers,10,+,exposure
Uva,Paddy,,Flood,Paddy_Flood_.xlsx,Var,E4,% of Paddy farmers from total  Agricultural Operators,10,+,exposure
Uva,Paddy,,Flood,Paddy_Flood_.xlsx,Var,E5,Water surface area,15,-,exposure
Uva,Paddy,,Flood,Paddy_Flood_.xlsx,Var,E6,% of water surface area,15,-,exposure
Uva,Paddy,,Flood,Paddy_Flood_.xlsx,Var,E7,% of forest cover,5,-,exposure
Uva,Paddy,,Flood,Paddy_Flood_.xlsx,Var,E8,Annual average rainfall,5,+,exposure
Uva,Potable Water,,Drought,Potable_Water_Drought_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Uva,Potable Water,,Drought,Potable_Water_Drought_.xlsx,Var,E1,Total Population,10,+,exposure
Uva,Potable Water,,Drought,Potable_Water_Drought_.xlsx,Var,E2,% of HH having Pipe born water,10,-,exposure
Uva,Potable Water,,Drought,Potable_Water_Drought_.xlsx,Var,E3,"Max # of Drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",20,+,exposure
Uva,Potable Water,,Drought,Potable_Water_Drought_.xlsx,Var,E4,No. of water intake points,10,+,exposure
Uva,Potable Water,,Drought,Potable_Water_Drought_.xlsx,Var,E5,% of HH  fed  by wells,10,+,exposure
Uva,Potable Water,,Drought,Potable_Water_Drought_.xlsx,Var,E6,% of HH_Rural water supply project,25,+,exposure
Uva,Potable Water,,Drought,Potable_Water_Drought_.xlsx,Var,E7,% of Water surface area,10,-,exposure
Uva,Potable Water,,Drought,Potable_Water_Drought_.xlsx,Var,E8,% of forest cover,5,-,exposure
Uva,Potable Water,,Flood,Potable_Water_Flood_.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Uva,Potable Water,,Flood,Potable_Water_Flood_.xlsx,Var,E1,Total Population,10,+,exposure
Uva,Potable Water,,Flood,Potable_Water_Flood_.xlsx,Var,E2,% of HH having Pipe born water,10,-,exposure
Uva,Potable Water,,Flood,Potable_Water_Flood_.xlsx,Var,E3,"Max # of flood affected People during 1974 to 2023 (1974 -2004, 25%, 2005 -2023, 75%)",30,+,exposure
Uva,Potable Water,,Flood,Potable_Water_Flood_.xlsx,Var,E4,No. of water intake points,20,+,exposure
Uva,Potable Water,,Flood,Potable_Water_Flood_.xlsx,Var,E5,% of HH fed  by wells,15,+,exposure
Uva,Potable Water,,Flood,Potable_Water_Flood_.xlsx,Var,E6,% of HH - Rural water supply project,15,+,exposure
Uva,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,H1,Landside Hazard Index,100,+,hazard
Uva,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E1,Population density in DSD,5,+,exposure
Uva,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E2,Total buildings in landslide affected area,5,+,exposure
Uva,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E3,Total landslide affected area,45,+,exposure
Uva,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E4,% of landslide affected area,15,+,exposure
Uva,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E5,Max # of Landslide affected People during 1974 to 2023,10,+,exposure
Uva,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E6,No. of water intake points,5,+,exposure
Uva,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E7,% of HH fed  by wells,5,+,exposure
