province,district,ds_code,ds_division,ds_division_si,ds_code_official_num,ds_code_legacy,split_from,lon,lat,level,source
Northern,Mannar,MN4,Musali,මූසාලේ,220,NOR-023,,79.998066,8.665624,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Mannar,MN5,Nanaddan,නානාට්ටාන්,221,NOR-024,,79.97026,8.86542,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Mullaitivu,MU1,Manthai East,මාන්තේ නැගෙනහිර,261,NOR-025,,80.321765,9.080716,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Mullaitivu,MU2,Maritimepattu,මුහුදුබඩපත්තුව,260,NOR-026,,80.772537,9.221645,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Mullaitivu,MU3,Oddusuddan,ඔඩ්ඩුසුඩාන්,329,NOR-027,,80.544698,9.188277,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Mullaitivu,MU4,Puthukkudiyiruppu,පුදුකුඩිඉරිප්පු,262,NOR-028,,80.661941,9.316703,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Mullaitivu,MU5,Thunukkai,තුනුක්‌කායි,263,NOR-029,,80.263704,9.202558,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Mullaitivu,MU6,Welioya,වැලි ඔය,330,NOR-030,,80.796346,8.977618,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Vavuniya,VA1,Vavuniya,වවුනියාව,320,NOR-031,,80.405162,8.823304,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Vavuniya,VA2,Vavuniya North,වවුනියාව උතුර,321,NOR-032,,80.557213,8.997128,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Vavuniya,VA3,Vavuniya South,වවුනියාව දකුණ,322,NOR-033,,80.573433,8.764746,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northern,Vavuniya,VA4,Vengalacheddikulam,වෙන්ගලචෙඩ්ඩිකුලම,323,NOR-034,,80.296874,8.686393,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU1,Alawwa,අලව්ව,187,NWE-001,,80.22155,7.327042,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU2,Ambanpola,අඹන්පොළ,188,NWE-002,,80.22165,7.911589,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU3,Bamunakotuwa,බමුණුකොටුව,189,NWE-003,,80.243533,7.543582,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU4,Bingiriya,බිංගිරිය,190,NWE-004,,79.951226,7.610545,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU5,Ehetuwewa,ඇහැටුවැව,191,NWE-005,,80.376159,7.972488,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU6,Galgamuwa,ගල්ගමුව,192,NWE-006,,80.287163,8.030759,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU7,Ganewatta,ගනේවත්ත,193,NWE-007,,80.385022,7.660202,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU8,Giribawa,ගිරිබාව,194,NWE-008,,80.188013,8.110461,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU9,Ibbagamuwa,ඉබ්බාගමුව,195,NWE-009,,80.457568,7.611305,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU10,Kobeigane,කොබෙයිගනේ,197,NWE-010,,80.113783,7.677083,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU11,Kotawehera,කොටවෙහෙර,198,NWE-011,,80.120035,7.876368,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU12,Kuliyapitiya East,කුලියාපිටිය නැගෙන,199,NWE-012,,80.15356,7.464848,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU13,Kuliyapitiya West,කුලියාපිටිය බටහිර,200,NWE-013,,80.06,7.477451,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU14,Kurunegala,කුරුණෑගල,201,NWE-014,,80.354055,7.577328,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU15,Maho,මහව,202,NWE-015,,80.283854,7.799966,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU16,Mallawapitiya,මල්ලවපිටිය,203,NWE-016,,80.393976,7.468873,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU17,Maspotha,මාස්පොත,204,NWE-017,,80.313223,7.579693,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU18,Mawathagama,මාවතගම,205,NWE-018,,80.442576,7.434082,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU19,Narammala,නාරම්මල,206,NWE-019,,80.218693,7.397567,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU20,Nikaweratiya,නිකවැරටිය,207,NWE-020,,80.152328,7.770744,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU21,Panduwasnuwara East,පඩුවස්නුවර නැගෙනහ,196,NWE-021,,80.134423,7.559032,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU22,Panduwasnuwara West,පඩුවස්නුවර බටහිර,208,NWE-022,,80.068453,7.58478,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU23,Pannala,පන්නල,209,NWE-023,,80.034826,7.353049,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU24,Polgahawela,පොල්ගහවෙල,210,NWE-024,,80.311716,7.37895,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU25,Polpitigama,පොල්පිතිගම,211,NWE-025,,80.420807,7.821542,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU26,Rasnayakapura,රස්නායකපුර,212,NWE-026,,80.033085,7.76387,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU27,Rideegama,රිදිගම,213,NWE-027,,80.524457,7.524267,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU28,Udubaddawa,උඩුබැද්දාව,214,NWE-028,,79.948398,7.481455,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU29,Wariyapola,වාරියපොල,215,NWE-029,,80.231167,7.66056,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Kurunegala,KU30,Weerabugedara,වීරඹුගෙදර,216,NWE-030,,80.271631,7.468801,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU1,Anamaduwa,ආණමඩුව,276,NWE-031,,80.00218,7.893527,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU2,Arachchikattuwa,ආරච්චිකට්ටුව,277,NWE-032,,79.851084,7.67514,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU3,Chilaw,හලාවත,278,NWE-033,,79.830604,7.571796,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU4,Dankotuwa,දංකොටුව,279,NWE-034,,79.90714,7.322254,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU5,Kalpitiya,කල්පිටිය,280,NWE-035,,79.722305,8.156064,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU6,Karuwalagaswewa,කරුවලගස්වැව,281,NWE-036,,80.019244,8.124161,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU7,Madampe,මාදම්පෙ,282,NWE-037,,79.863372,7.529034,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU8,Mahakumbukkadawala,මහකුඹුක්කඩවල,283,NWE-038,,79.901574,7.872791,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU9,Mahawewa,මහවැව,284,NWE-039,,79.857873,7.464009,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU10,Mundel,මුන්දලම,285,NWE-040,,79.815985,7.846237,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU11,Nattandiya,නාත්තන්ඩිය,286,NWE-041,,79.873823,7.397061,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU12,Nawagattegama,නවගත්තේගම,287,NWE-042,,80.085583,8.008101,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU13,Pallama,පල්ලම,288,NWE-043,,79.930454,7.705629,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU14,Puttalam,පුත්තලම,289,NWE-044,,79.874132,8.022249,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU15,Vanathavilluwa,වනාතවිල්ලුව,290,NWE-045,,79.904627,8.325439,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Northwestern,Puttalam,PU16,Wennappuwa,වෙන්නප්පුව,291,NWE-046,,79.852853,7.320063,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE1,Aranayake,අරණායක,173,SAB-001,,80.450421,7.158896,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE2,Bulathkohipitiya,බුලත්කොහුපිටිය,174,SAB-002,,80.347375,7.107101,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE3,Dehiowita,දෙහිඕවිට,175,SAB-003,,80.264818,6.937338,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE4,Deraniyagala,දැරණියගල,176,SAB-004,,80.375294,6.914293,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE5,Galigamuwa,ගලිගමුව,177,SAB-005,,80.3134,7.213872,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE6,Kegalle,කෑගල්ල,178,SAB-006,,80.36444,7.201406,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE7,Mawanella,මාවනැල්ල,179,SAB-007,,80.494171,7.225226,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE8,Rambukkana,රඹුක්කන,180,SAB-008,,80.388898,7.321908,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE9,Ruwanwella,රුවන්වැල්ල,181,SAB-009,,80.222522,7.067041,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE10,Warakapola,වරකාපොළ,182,SAB-010,,80.235193,7.205965,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Kegalle,KE11,Yatiyantota,යටියන්තොට,183,SAB-011,,80.37014,7.018502,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA1,Ayagama,අයගම,292,SAB-012,,80.291477,6.642544,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA2,Balangoda,බලංගොඩ,293,SAB-013,,80.659184,6.659204,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA3,Eheliyagoda,ඇහැලියගොඩ,294,SAB-014,,80.239442,6.841765,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA4,Elapatha,ඇලපාත,295,SAB-015,,80.356103,6.661977,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA5,Embilipitiya,ඇඹිලිපිටිය,296,SAB-016,,80.802696,6.359565,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA6,Godakawela,ගොඩකවෙල,297,SAB-017,,80.641462,6.509197,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA7,Imbulpe,ඉඹුල්පේ,298,SAB-018,,80.73647,6.711979,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA8,Kahawattha,කහවත්ත,299,SAB-019,,80.549305,6.522633,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA9,Kalawana,කලවාන,300,SAB-020,,80.448525,6.474673,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA10,Kalthota,,341,,Balangoda (SAB-013),80.845239,6.601114,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA11,Kiriella,කිරිඇල්ල,301,SAB-021,,80.266635,6.75996,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA12,Kolonna,කොලොන්න,302,SAB-022,,80.686866,6.383262,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA13,Kuruvita,කුරුවිට,303,SAB-023,,80.342543,6.789412,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA14,Nivithigala,නිවිතිගල,304,SAB-024,,80.458402,6.556131,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA15,Opanayake,ඕපනායක,305,SAB-025,,80.620244,6.60678,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA16,Pelmadulla,පැල්මඩුල්ල,306,SAB-026,,80.493516,6.639002,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA17,Ratnapura,රත්නපුර,307,SAB-027,,80.484429,6.742331,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Sabaragamuwa,Ratnapura,RA18,Weligepola,වැලිගෙපොල,308,SAB-028,,80.72576,6.541747,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA1,Akmeemana,අක්මීමණ,82,SOU-001,,80.265003,6.054199,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA2,Ambalangoda,අම්බලන්ගොඩ,83,SOU-002,,80.114538,6.214433,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA3,Baddegama,බද්දේගම,84,SOU-003,,80.188526,6.139698,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA4,Balapitiya,බලපිටිය,85,SOU-004,,80.051202,6.306975,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA5,Bentota,බෙන්තොට,86,SOU-005,,80.058048,6.388563,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA6,Bope-poddala,බෝපෙ-පෝද්දල,87,SOU-006,,80.209395,6.086598,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA7,Elpitiya,ඇල්පිටිය,88,SOU-007,,80.167428,6.285798,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA8,Galle4gravets,කඩවත්සතර,89,SOU-008,,80.203884,6.057286,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA9,Gonapinuwala,ගෝනපීනුවල,325,SOU-009,,80.133803,6.168155,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA10,Habaraduwa,හබරාදුව,90,SOU-010,,80.307423,6.001258,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA11,Hikkaduwa,හික්කඩුව,91,SOU-011,,80.124649,6.124196,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA12,Imaduwa,ඉමදුව,92,SOU-012,,80.357429,6.032458,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA13,Karandeniya,කරන්දෙනිය,93,SOU-013,,80.100004,6.311387,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA14,Madampagama,,335,,Hikkaduwa (SOU-011),80.07575,6.192558,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA15,Nagoda,නාගොඩ,94,SOU-014,,80.326416,6.210246,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA16,Neluwa,නෙළුව,95,SOU-015,,80.40813,6.354583,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA17,Niyagama,නියාගම,96,SOU-016,,80.257222,6.292306,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA18,Rathgama,,334,,Hikkaduwa (SOU-011),80.155188,6.098538,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA19,Thawalama,තවලම,97,SOU-017,,80.346598,6.306362,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA20,Wanduramba,,333,,Baddegama (SOU-003),80.268504,6.124616,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA21,Welivitiya-divitura,වැලිවිටිය-දිවිතුර,98,SOU-018,,80.163708,6.216768,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Galle,GA22,Yakkalamulla,යක්කලමුල්ල,99,SOU-019,,80.358274,6.109268,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA1,Ambalantota,අම්බලන්තොට,113,SOU-020,,80.96438,6.163519,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA2,Angunakolapelessa,අඟුණුකොළපැලැස්ස,114,SOU-021,,80.876548,6.197586,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA3,Beliatta,බෙලිඅත්ත,115,SOU-022,,80.717097,6.052686,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA4,Hambantota,හම්බන්තොට,116,SOU-023,,81.119727,6.222509,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA5,Katuwana,කටුවන,117,SOU-024,,80.734216,6.261067,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA6,Lunugamwehera,ලුණුගම්වෙහෙර,118,SOU-025,,81.15993,6.307921,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA7,Okewela,ඕකේවෙල,119,SOU-026,,80.669808,6.142166,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA8,Sooriyawewa,සූරියවැව,120,SOU-027,,80.996796,6.297653,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA9,Tangalle,තංගල්ල,121,SOU-028,,80.81127,6.054984,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA10,Thissamaharama,තිස්සමහාරාම,122,SOU-029,,81.462601,6.387402,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA11,Walasmulla,වලස්මුල්ල,123,SOU-030,,80.673742,6.187697,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Hambantota,HA12,Weeraketiya,වීරකැටිය,124,SOU-031,,80.751166,6.17202,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT1,Akuressa,අකුරැස්ස,233,SOU-032,,80.435987,6.13522,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT2,Athuraliya,අතුරලිය,234,SOU-033,,80.50805,6.115931,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT3,Devinuwara,දෙවිනුවර,235,SOU-034,,80.632746,5.97255,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT4,Dikwella,දික්වැල්ල,236,SOU-035,,80.681849,5.985076,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT5,Hakmana,හක්මන,237,SOU-036,,80.637303,6.098156,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT6,Kaburupitiya,කඹුරුපිටිය,238,SOU-037,,80.55653,6.064925,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT7,Kirinda Puhulwella,කිරින්ද පුහුල්වැල,239,SOU-038,,80.63366,6.040367,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT8,Kotapola,කොටපොල,240,SOU-039,,80.526781,6.312302,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT9,Malimbada,මාලිම්බඩ,241,SOU-040,,80.509994,6.015694,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT10,Matara Four Gravets,මාතර කඩවත්සතර,242,SOU-041,,80.55482,5.964015,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT11,Mulatiyana,මුලටියන,243,SOU-042,,80.591456,6.147783,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT12,Pasgoda,පස්ගොඩ,244,SOU-043,,80.615286,6.270239,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT13,Pitabaddara,පිටබැද්දර,245,SOU-044,,80.469046,6.247151,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT14,Thihagoda,තිහගොඩ,246,SOU-045,,80.568757,6.00798,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT15,Weligama,වැලිගම,247,SOU-046,,80.404728,5.969211,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Southern,Matara,MT16,Welipitiya,වැලිපිටිය,248,SOU-047,,80.452806,6.017366,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA1,Badulla,බදුල්ල,42,UVA-001,,81.08905,6.981654,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA2,Bandarawela,බණ්ඩාරවෙල,43,UVA-002,,81.021279,6.83271,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA3,Ella,ඇල්ල,44,UVA-003,,81.062206,6.86076,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA4,Haldummulla,හල්දුම්මුල්ල,45,UVA-004,,81.001748,6.677729,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
