province,main_sector,subsector,hazard,variable_code,action,weight_pct,basis,note
Central,Agriculture Sector,Coconut,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Agriculture Sector,Coconut,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Agriculture Sector,Coconut,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Agriculture Sector,Paddy,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Agriculture Sector,Paddy,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Agriculture Sector,Paddy,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,2.5,derived: 25% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (10),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Central,Agriculture Sector,Paddy,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022,add,7.5,derived: 75% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (10),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Central,Agriculture Sector,Paddy,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Agriculture Sector,Paddy,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022,retire,,,superseded by MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022
Central,Agriculture Sector,Paddy,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Agriculture Sector,Paddy,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Agriculture Sector,Paddy,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Agriculture Sector,Paddy,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Agriculture Sector,Paddy,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Agriculture Sector,Paddy,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Agriculture Sector,Tea,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Agriculture Sector,Tea,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Agriculture Sector,Tea,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Agriculture Sector,Tea,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Agriculture Sector,Tea,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Agriculture Sector,Tea,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Agriculture Sector,Tea,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Agriculture Sector,Tea,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Agriculture Sector,Tea,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Agriculture Sector,Vegetable & Other Field Crops,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Agriculture Sector,Vegetable & Other Field Crops,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Agriculture Sector,Vegetable & Other Field Crops,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,7.5,derived: 25% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (30),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Central,Agriculture Sector,Vegetable & Other Field Crops,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022,add,22.5,derived: 75% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (30),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Central,Agriculture Sector,Vegetable & Other Field Crops,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Agriculture Sector,Vegetable & Other Field Crops,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022,retire,,,superseded by MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022
Central,Agriculture Sector,Vegetable & Other Field Crops,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Agriculture Sector,Vegetable & Other Field Crops,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Agriculture Sector,Vegetable & Other Field Crops,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Agriculture Sector,Vegetable & Other Field Crops,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Agriculture Sector,Vegetable & Other Field Crops,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Agriculture Sector,Vegetable & Other Field Crops,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Human Settlements Sector,,Drought,DROUGHT_EVENTS_1974_TO_2004,add,10,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Human Settlements Sector,,Drought,DROUGHT_EVENTS_2005_TO_2022,add,30,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Human Settlements Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,4.5,derived: 25% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (18),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Central,Human Settlements Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022,add,13.5,derived: 75% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (18),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Central,Human Settlements Sector,,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Human Settlements Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022,retire,,,superseded by MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022
Central,Human Settlements Sector,,Flood,FLOOD_EVENTS_1974_TO_2004,add,10,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Central,Human Settlements Sector,,Flood,FLOOD_EVENTS_2005_TO_2023,add,30,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Central,Human Settlements Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,12.5,derived: 25% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (50),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Central,Human Settlements Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023,add,37.5,derived: 75% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (50),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Central,Human Settlements Sector,,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,18,derived: 60% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Central,Human Settlements Sector,,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,12,derived: 40% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Central,Human Settlements Sector,,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Human Settlements Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023,retire,,,superseded by MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023
Central,Human Settlements Sector,,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Human Settlements Sector,,Landslide,THREE_DAY_CUMULATIVE_RAINFALL,add,24,derived: 60% of retired VERY_WET_DAYS (40),replaces VERY_WET_DAYS
Central,Human Settlements Sector,,Landslide,VERY_WET_DAYS_95TH_PERCENTILE,add,16,derived: 40% of retired VERY_WET_DAYS (40),replaces VERY_WET_DAYS
Central,Human Settlements Sector,,Landslide,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Human Settlements Sector,,Landslide,LANDSLIDE_AFFECTED_AREA_HIGH_MODERATE,weight,5,panel: entered in the returned WEIGHTS tab,was unweighted
Central,Industry Sector,,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Industry Sector,,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Industry Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,2.5,derived: 25% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (10),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Central,Industry Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022,add,7.5,derived: 75% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (10),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Central,Industry Sector,,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Industry Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022,retire,,,superseded by MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022
Central,Industry Sector,,Flood,FLOOD_EVENTS_1974_TO_2004,add,10,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Central,Industry Sector,,Flood,FLOOD_EVENTS_2005_TO_2023,add,30,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Central,Industry Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,2.5,derived: 25% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (10),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Central,Industry Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023,add,7.5,derived: 75% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (10),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Central,Industry Sector,,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,18,derived: 60% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Central,Industry Sector,,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,12,derived: 40% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Central,Industry Sector,,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Industry Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023,retire,,,superseded by MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023
Central,Industry Sector,,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Inland Fishery Sector,Inland Fishery,Drought,DROUGHT_EVENTS_1974_TO_2004,add,15,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (60),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Inland Fishery Sector,Inland Fishery,Drought,DROUGHT_EVENTS_2005_TO_2022,add,45,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (60),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Inland Fishery Sector,Inland Fishery,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Inland Fishery Sector,Inland Fishery,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Inland Fishery Sector,Inland Fishery,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Inland Fishery Sector,Inland Fishery,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Inland Fishery Sector,Inland Fishery,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Inland Fishery Sector,Inland Fishery,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Inland Fishery Sector,Inland Fishery,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Livestock Sector,Buffalo Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,10,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Buffalo Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,30,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Buffalo Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Livestock Sector,Buffalo Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,11.25,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (45),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Buffalo Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,33.75,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (45),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Buffalo Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,18,derived: 60% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Central,Livestock Sector,Buffalo Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,12,derived: 40% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Central,Livestock Sector,Buffalo Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Livestock Sector,Buffalo Farming,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Livestock Sector,Cattle Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,10,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Cattle Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,30,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Cattle Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Livestock Sector,Cattle Farming,Drought,MITCH_COWS_ANNUAL_MILK_PRODUCTION,weight,40,panel: entered in the returned WEIGHTS tab,was unweighted
Central,Livestock Sector,Cattle Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,11.25,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (45),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Cattle Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,33.75,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (45),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Cattle Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,18,derived: 60% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Central,Livestock Sector,Cattle Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,12,derived: 40% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Central,Livestock Sector,Cattle Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Livestock Sector,Cattle Farming,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Livestock Sector,Cattle Farming,Flood,MITCH_COWS_ANNUAL_MILK_PRODUCTION,weight,40,panel: entered in the returned WEIGHTS tab,was unweighted
Central,Livestock Sector,Goat Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,10,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Goat Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,30,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Goat Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Livestock Sector,Goat Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,10,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Goat Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,30,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Goat Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,24,derived: 60% of retired VERY_WET_DAYS (40),replaces VERY_WET_DAYS
Central,Livestock Sector,Goat Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,16,derived: 40% of retired VERY_WET_DAYS (40),replaces VERY_WET_DAYS
Central,Livestock Sector,Goat Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Livestock Sector,Goat Farming,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Livestock Sector,Pig and Sheep Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,10,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Pig and Sheep Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,30,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Pig and Sheep Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Livestock Sector,Pig and Sheep Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Pig and Sheep Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Pig and Sheep Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Livestock Sector,Pig and Sheep Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Livestock Sector,Pig and Sheep Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Livestock Sector,Pig and Sheep Farming,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Livestock Sector,Poultry Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,7.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (30),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Poultry Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,22.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (30),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Livestock Sector,Poultry Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Livestock Sector,Poultry Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Poultry Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Central,Livestock Sector,Poultry Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Livestock Sector,Poultry Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Central,Livestock Sector,Poultry Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Central,Livestock Sector,Poultry Farming,Flood,VERY_WET_DAYS,retire,,,superseded by VERY_WET_DAYS_95TH_PERCENTILE + THREE_DAY_CUMULATIVE_RAINFALL
Central,Tourism Sector,,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Tourism Sector,,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Central,Tourism Sector,,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Central,Tourism Sector,,Flood,FLOOD_EVENTS_1974_TO_2004,add,10,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
